Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,Extent,Solidity,roundness,Compactness
31272,638.666,212.4503189,187.535939,1.132851229,0.469883494,0.770322199,0.989839521,0.963425036,0.939237666
31335,635.011,216.7900923,184.1634403,1.177161395,0.52758671,0.774277242,0.991645305,0.976510834,0.921362386
31374,636.401,219.865394,182.0088637,1.207992784,0.56099452,0.769196823,0.99272244,0.973459862,0.909040279
31530,638.857,213.7856543,188.0664823,1.136755746,0.475535642,0.768949371,0.991790129,0.970792739,0.937213391
31573,674.103,217.3070261,185.4482507,1.171793345,0.52126839,0.756964757,0.980619312,0.873118507,0.922654737
31637,656.711,229.7192546,175.510446,1.308863717,0.645190802,0.761823348,0.987267905,0.921842182,0.873685862
31675,657.431,236.7526321,171.2105592,1.3828156,0.690678219,0.740935673,0.989565435,0.92092896,0.848239622
31682,646.721,210.0456816,192.2484159,1.092574316,0.402841974,0.773184303,0.989258727,0.951893863,0.956197485
31703,656.305,215.7089067,187.2724497,1.151845384,0.496263281,0.777110501,0.987847817,0.92490856,0.931401991
31748,641.826,219.7765183,184.1151053,1.193690859,0.546072628,0.775589974,0.991505309,0.968482156,0.914812218
31768,650.954,220.9594949,183.2920681,1.205504947,0.558465259,0.777674419,0.987411805,0.94210463,0.910201041
31811,642.092,223.9846829,180.9171228,1.238051321,0.589564969,0.773877293,0.992480968,0.969600136,0.898515141
31821,649.681,213.7356452,189.9692019,1.125106823,0.458286561,0.772354369,0.989212882,0.947378132,0.941748668
31823,662.532,222.8726889,181.8946963,1.225284154,0.57785815,0.774847821,0.986025903,0.91103962,0.903168466
31837,656.404,224.9125542,180.4394219,1.246471264,0.596968354,0.785245659,0.987561263,0.928537748,0.89517394
31915,640.718,216.3203615,188.0653069,1.150240653,0.494138341,0.777655945,0.99164181,0.976946683,0.93186947
31972,639.974,213.6874805,190.6449473,1.120866215,0.451705439,0.772270531,0.991502822,0.980968377,0.944193232
31992,640.338,212.8873637,191.4872537,1.111757361,0.436968432,0.774212284,0.991753984,0.980466376,0.948038274
31994,654.535,212.1713961,192.4225318,1.102632806,0.421302377,0.789741311,0.987743509,0.938453277,0.951267141
32015,653.676,212.9299893,191.8101346,1.110108127,0.43420694,0.761880964,0.988880309,0.941538949,0.948189147
32026,654.237,230.9790674,176.9318083,1.305469433,0.642831065,0.779448988,0.990015147,0.940247873,0.874246265
32038,645.085,224.4823211,181.9408668,1.233820224,0.5857513,0.770514671,0.991642937,0.967478615,0.899716352
32044,652.651,216.1471468,188.9705403,1.143813985,0.48544352,0.778069153,0.989164995,0.945354229,0.934499156
32057,642.082,215.9182853,189.3033869,1.140593884,0.48097147,0.779804909,0.992446054,0.977128658,0.935679416
32066,669.313,236.436655,173.2308993,1.364864213,0.680580172,0.780878628,0.9872233,0.899489569,0.854599524
32109,663.582,224.4723523,182.3644962,1.230899418,0.583080944,0.767625332,0.985936684,0.9163206,0.90075274
32114,648.566,222.6575074,183.8290361,1.211220556,0.564236127,0.760670804,0.991387028,0.9593916,0.908165329
32167,654.893,217.960517,188.2047159,1.158103377,0.504381753,0.76059302,0.989114726,0.942496457,0.928501286
32213,658.216,221.4811143,185.2954324,1.195286422,0.547784367,0.762907351,0.988583704,0.934338332,0.914395217
32218,653.595,222.7560714,184.4046839,1.207974042,0.560975566,0.754431565,0.989314008,0.947743902,0.90923218
32233,665.493,221.2336837,185.5923729,1.192040817,0.54428951,0.775204425,0.985417304,0.91458402,0.915702021
32251,644.051,220.9809628,186.0277835,1.187892253,0.539747143,0.764060649,0.991911177,0.977040422,0.917005183
32258,654.808,220.8040301,186.2777558,1.185348348,0.536918908,0.775805676,0.9891451,0.945408164,0.917839581
32262,652.419,222.6986563,184.5129929,1.206953791,0.559941518,0.781313572,0.99075638,0.952462642,0.910087409
32279,646.556,218.1816038,188.5531418,1.15713587,0.503143726,0.790183599,0.989455292,0.970325944,0.929173821
32323,649.59,217.3714574,189.591319,1.146526426,0.489149967,0.784843629,0.991047064,0.962593368,0.933272294
32338,653.602,221.4113413,186.136273,1.189512059,0.541530905,0.782490866,0.989777179,0.951253518,0.916456329
32355,657.166,221.279621,186.3604099,1.18737462,0.539174328,0.783793605,0.988844743,0.941458316,0.917242866
32368,675.385,221.6580649,186.1762293,1.190581987,0.542701939,0.759099437,0.986648784,0.891708502,0.915860765
32376,643.009,219.1300137,188.3004274,1.163725525,0.511456521,0.784302326,0.992885182,0.984008731,0.926541314
32433,653.76,219.8366971,188.0092368,1.169286684,0.518261408,0.769320176,0.989565217,0.953586944,0.924375508
32465,653.85,225.2024494,183.6920946,1.225977906,0.578509868,0.765034405,0.99078341,0.954265043,0.902796056
32514,649.012,221.4454899,187.1344232,1.183349841,0.534673644,0.7849831,0.989982645,0.970006874,0.918805149
32518,651.651,221.2627854,187.2561106,1.181605154,0.532696427,0.758915235,0.991070068,0.962284651,0.919620402
32518,655.131,220.8211992,187.6655865,1.176673909,0.527019605,0.794032183,0.990134584,0.952088655,0.921459408
32525,663.914,225.0778556,184.2147342,1.221823306,0.574579254,0.769057978,0.985606061,0.927264249,0.904130132
32578,657.571,227.037574,182.8423057,1.241712486,0.592813998,0.781922043,0.990182669,0.946779791,0.89705595
32581,649.583,224.4241779,184.9234713,1.213605695,0.566603091,0.772061611,0.991781072,0.970297635,0.907543857
32615,664.789,218.1467463,191.002277,1.142115946,0.483095172,0.808562858,0.987854374,0.927383997,0.934146543
32622,657.009,235.2708698,177.1581895,1.328027061,0.658024288,0.779311992,0.991489879,0.949681133,0.866247896
32698,653.049,225.0141906,185.1437243,1.215348733,0.568317852,0.767684831,0.991028672,0.963472928,0.906787962
32705,654.454,223.8758675,186.1499298,1.20266426,0.555543833,0.779469946,0.990430332,0.959545923,0.911496183
32713,660.043,215.4163208,193.4864621,1.113340533,0.43959156,0.799516082,0.990702604,0.943595321,0.947407115
32729,656.679,214.2657207,194.793825,1.099961565,0.416528466,0.769153036,0.989808262,0.953753937,0.952727566
32774,660.614,222.8700513,187.4792477,1.188771846,0.540717403,0.790153816,0.98955314,0.943721321,0.916575134
32775,649.807,220.0250995,189.8094038,1.159189666,0.505764488,0.772630835,0.991319339,0.975402341,0.928440728
32795,651.03,225.2102521,185.6002312,1.213415795,0.566415511,0.775992617,0.99105497,0.972334053,0.907341385
32796,654.824,223.1453687,187.4192621,1.190621317,0.542744878,0.800820453,0.990486545,0.961128742,0.915751462
32799,653.729,219.9055494,190.1123396,1.156713709,0.502601593,0.746177996,0.991295675,0.964439446,0.929285523
32829,658.101,221.5995,189.0026275,1.172467827,0.522071263,0.789785166,0.990197261,0.952538233,0.922603526
32836,669.19,218.4060038,191.7587728,1.138962252,0.478674896,0.80291471,0.988291949,0.92142762,0.936193476
32849,664.105,230.7223076,181.7436855,1.269492841,0.616038378,0.746568182,0.988088434,0.935962647,0.886393473
32870,655.512,220.3581629,190.0206598,1.159653709,0.506352834,0.781242573,0.990119887,0.961276389,0.928379984
32885,659.728,227.0674037,184.5596932,1.230319577,0.582547095,0.785669916,0.989766742,0.949462632,0.90115436
32920,671.612,219.0931338,191.4622125,1.144315272,0.486132629,0.777974713,0.986337488,0.917134004,0.934450294
32925,656.646,225.1281702,186.4615283,1.207370616,0.560364527,0.768683025,0.990166005,0.959562001,0.909469438
32934,668.197,221.4087308,189.6018111,1.167756413,0.516407505,0.776708646,0.986018383,0.926926508,0.924873972
32947,668.231,209.6932927,200.2495993,1.047159612,0.296720861,0.765319396,0.988330934,0.927198033,0.97673884
32951,688.26,226.6490462,185.5215755,1.221685649,0.574447868,0.770801656,0.982907768,0.874124721,0.903723266
32988,676.797,224.7517099,187.1772945,1.20074238,0.553546741,0.766699205,0.98586414,0.905000877,0.911863953
33006,669.769,223.5277491,188.2429412,1.187442927,0.539249994,0.757018349,0.986490525,0.924597414,0.917107114
33010,665.85,224.9712592,186.8900915,1.203762369,0.556677424,0.791587732,0.989093306,0.935626643,0.911277783
33013,652.684,223.7818539,188.0291423,1.190144523,0.542223823,0.789784689,0.991708973,0.973842946,0.916162872
33019,655.703,224.4502114,187.5026272,1.197051022,0.549663318,0.764328704,0.990371926,0.965071386,0.913517768
33051,663.071,218.9513714,192.4739417,1.137563711,0.476689675,0.777926846,0.98886994,0.94465755,0.936913921
33058,655.511,224.4458788,187.8781612,1.194635275,0.547087283,0.799274662,0.992136855,0.96677736,0.914074748
33062,667.966,222.0391436,189.7813412,1.169973519,0.51908899,0.77866227,0.988725739,0.931172778,0.924038522
33078,659.456,235.5600775,178.9312328,1.316483846,0.650391531,0.787721471,0.992349923,0.955822961,0.871210282
33078,652.214,221.3869025,190.3548121,1.163022358,0.510582618,0.772417336,0.99252858,0.977167183,0.926985107
33089,663.915,217.3358221,194.2070489,1.119093377,0.448903019,0.774410223,0.988734835,0.94334064,0.944420849
33090,653.809,228.406675,184.6885548,1.236712666,0.588365282,0.769355964,0.992144399,0.972758069,0.898658427
33143,648.385,222.5263095,189.7373793,1.172812181,0.522480157,0.769979556,0.992989184,0.9906854,0.923144321
33159,653.801,222.4440287,189.98042,1.170878708,0.520175444,0.788111423,0.99233877,0.974810341,0.923708669
33168,680.621,234.315548,180.5827539,1.297552191,0.637220052,0.761240274,0.9888498,0.899742964,0.877028274
33171,654.338,222.253649,190.3614532,1.167534946,0.516138043,0.790237278,0.99228215,0.973563187,0.924667176
33194,664.658,232.3085443,182.0856017,1.275820505,0.621001572,0.773698809,0.990274463,0.944219534,0.88495191
33236,660.788,210.8580025,200.9273673,1.049424005,0.303273094,0.76828479,0.988842938,0.956520582,0.975594507
33248,660.068,230.9698347,183.4292487,1.259176693,0.607696024,0.787661984,0.992151831,0.958954568,0.890804821
33251,658.962,217.452163,194.9834825,1.115233763,0.442693503,0.757943925,0.990645017,0.962263101,0.946223398
33276,704.493,234.7881384,180.705496,1.299286096,0.6384619,0.759656652,0.98283959,0.842534348,0.876686794
33316,670.587,229.2180829,185.2793615,1.237148493,0.588756561,0.782616866,0.988634678,0.931005952,0.898530058
33319,668.601,225.0172378,188.8365103,1.191598158,0.543808892,0.7960388,0.987756433,0.936629385,0.915345918
33325,674.433,223.8254842,189.7357064,1.179669807,0.530484185,0.798969072,0.988843061,0.920666621,0.920302508
33330,653.776,224.3601667,189.4313875,1.184387496,0.535842011,0.790184922,0.992555092,0.979912348,0.918178168
33333,679.262,220.5312914,192.7167056,1.144328878,0.486151306,0.772240756,0.98519241,0.907840655,0.934161662
33338,659.103,232.2637945,182.9185092,1.269766497,0.616255393,0.776747437,0.991052053,0.964368085,0.887040223
33344,661.508,225.3180561,188.668526,1.194253546,0.54667768,0.763352487,0.989671139,0.957540959,0.914466735
33382,659.434,222.8701044,190.920249,1.167346605,0.515908654,0.781688327,0.989682775,0.964671718,0.925037671
33399,664.701,221.5599425,192.0898879,1.153418042,0.498328415,0.761491108,0.989541361,0.949927944,0.930744648
33421,654.804,219.5440823,194.0253903,1.131522436,0.46793088,0.763385107,0.99198599,0.979504999,0.939600078
33423,659.036,224.1680528,189.9810797,1.179949356,0.530804973,0.772982724,0.99157445,0.967023472,0.920246246
33427,665.61,228.223182,186.6258656,1.222891486,0.575596241,0.754491694,0.989286454,0.948129347,0.903949156
33429,658.605,229.4460905,185.6980934,1.235586679,0.587351259,0.791743641,0.99157595,0.968463377,0.899158159
33431,666.841,219.9074077,193.6804685,1.135413444,0.473606709,0.788708802,0.989434119,0.94474509,0.938188022
33433,657.349,225.0025125,189.5660154,1.186934863,0.538686621,0.776807082,0.991841699,0.972284135,0.916970503
33446,656.077,224.2339338,190.2565986,1.178586895,0.529237524,0.767814509,0.992080206,0.97643744,0.920292359
33447,664.412,226.1186154,188.7406408,1.198038824,0.550708725,0.770224525,0.989819774,0.952120901,0.912635435
33459,655.414,219.1299474,194.5431002,1.12638252,0.460233577,0.786308517,0.990937361,0.978794213,0.941910858
33468,659.987,224.4599389,189.9543464,1.181652029,0.53274976,0.792329545,0.991703212,0.965536869,0.91966805
33498,657.523,227.9380769,187.3160543,1.21686354,0.569797937,0.781494961,0.992680397,0.973658914,0.906040516
33534,657.067,218.8447518,195.1928536,1.121171948,0.452185632,0.783504673,0.992335691,0.976058644,0.944194798
33538,658.284,227.5186814,187.9440519,1.210566012,0.563582376,0.760516111,0.992248521,0.972569007,0.908252449
33539,662.418,223.6835362,191.2006021,1.169889288,0.518987648,0.76426488,0.98891346,0.96049636,0.923838579
33547,653.512,213.7540709,199.9257014,1.069167543,0.353836994,0.783570411,0.991576023,0.987089244,0.966868717
33560,669.259,227.9361768,187.8565921,1.213352027,0.566352488,0.739858907,0.990058117,0.941549974,0.906886164
33576,666.339,224.5887253,190.4630178,1.179172355,0.529912303,0.761792399,0.989654258,0.950272923,0.920622505
33583,657.754,221.7110512,192.9504091,1.149057171,0.492559596,0.775302429,0.991584977,0.975444036,0.93266883
33584,658.848,223.7351826,191.3544824,1.169218404,0.518178984,0.748056576,0.991146264,0.972236276,0.924244739
33607,690.171,214.7652972,199.5241432,1.076387518,0.369995763,0.770802752,0.983753879,0.886596875,0.963176382
33620,670.224,222.7760833,192.2260318,1.158927754,0.505431801,0.783244805,0.988474656,0.940519106,0.928721179
33623,659.408,217.371862,197.0837827,1.102941394,0.421848171,0.793238493,0.991302553,0.97171275,0.951853178
33631,669.076,224.8894003,190.753366,1.178953771,0.52966059,0.762884493,0.988885295,0.94405814,0.92014435
33639,663.03,224.6629064,190.8531005,1.177150939,0.52757456,0.78625187,0.99174504,0.961582569,0.921181537
33717,664.363,231.6225255,185.6531262,1.247609077,0.597950376,0.766225798,0.992114168,0.959948457,0.894537867
33731,671.696,231.1720126,186.1264562,1.242015871,0.593081148,0.803214668,0.989962727,0.939493017,0.896467219
33736,655.729,221.390268,194.1359516,1.140387786,0.480682529,0.786863834,0.992585618,0.985949497,0.936145442
33794,665.826,218.999894,196.5777218,1.114062631,0.440779117,0.77773175,0.99024233,0.957917183,0.947176588
33809,669.341,230.2474971,187.1642998,1.230189184,0.582426873,0.784067718,0.990217614,0.948303455,0.901106877
33824,656.339,220.7538648,195.2815454,1.130438948,0.466327555,0.788438228,0.992517386,0.986684731,0.940067907
33838,661.029,222.9735137,193.4836383,1.152415344,0.497013692,0.782128328,0.99097991,0.973135967,0.930902346
33845,670.945,226.3816048,190.5214245,1.188221248,0.540110507,0.763926508,0.990807693,0.944779673,0.916982789
33849,669.571,221.610481,194.6713489,1.138382624,0.477854006,0.786271777,0.98860948,0.948773259,0.93678016
33858,664.46,234.3350014,184.1392916,1.27259641,0.618486935,0.781254326,0.9916818,0.963681409,0.886030247
33860,683.315,225.5350154,191.5211613,1.177598412,0.528093987,0.77518315,0.986625484,0.911286442,0.920628804
33864,662.898,221.2164258,195.0635178,1.134073805,0.471666862,0.771600437,0.991131794,0.968399824,0.938656768
33866,668.421,230.9311586,186.8608751,1.23584543,0.587584681,0.799933862,0.991074303,0.952518888,0.899196229
33876,666.966,228.1491732,189.1647868,1.20608691,0.559059342,0.788272251,0.990207828,0.95696179,0.910295136
33930,666.214,224.1509688,192.8605622,1.162243676,0.50961126,0.76272901,0.990628011,0.960652272,0.927270341
33946,667.313,231.5425397,187.0289921,1.238003462,0.589522187,0.791226721,0.991239853,0.957942188,0.897880563
33946,668.564,234.754845,184.2937385,1.273808035,0.619435383,0.761530869,0.990256709,0.954360587,0.885594271
33961,690.353,238.1924989,181.6542972,1.311240651,0.646827292,0.770405154,0.987841415,0.895463526,0.87300597
33961,667.497,233.113834,185.7332978,1.255099849,0.604309903,0.771192406,0.990723183,0.957837195,0.892025454
33969,666.389,222.3618326,194.7690372,1.141669311,0.482473841,0.764705882,0.99150613,0.961251403,0.935268259
33972,672.812,232.9882693,185.9156247,1.25319359,0.602708675,0.785661425,0.989024426,0.943069114,0.892650724
33993,669.092,219.7505747,197.0923214,1.114962639,0.442251584,0.778228022,0.991078457,0.954174231,0.946716153
33996,663.743,223.0963581,194.3808765,1.147727915,0.490774479,0.764693974,0.991570658,0.969700851,0.932559367
34004,659.963,229.0597505,189.1650397,1.210898964,0.563915151,0.781970795,0.992035476,0.981071581,0.908387772
34027,670.16,231.6577053,187.4123657,1.236085487,0.587801025,0.778507367,0.991058426,0.952086748,0.898504258
34036,666.067,226.9280102,191.1104706,1.187417987,0.539222369,0.753842746,0.990311036,0.964078826,0.917352422
34051,677.272,227.6209458,190.6640036,1.193832824,0.546225424,0.757901531,0.986928294,0.932853601,0.914761275
34053,671.582,232.4361441,186.7914403,1.24436186,0.595136326,0.743986367,0.991007508,0.948783552,0.895837186
34060,662.146,220.4383774,196.882203,1.119646032,0.449779934,0.789083496,0.991067012,0.976218398,0.944691865
34082,668.346,230.626947,188.3912829,1.22419118,0.576827653,0.801740767,0.991793738,0.958809282,0.903249117
34097,680.595,227.819142,190.8101712,1.193957013,0.54635901,0.762250738,0.98826155,0.925014467,0.914582595
34104,667.289,229.478736,189.5440417,1.210688207,0.563704561,0.798426745,0.990790506,0.962470112,0.908061515
34113,673.914,221.2423662,196.5103818,1.125855866,0.459431581,0.77466164,0.989011945,0.943888774,0.941990931
34130,666.585,235.5413478,184.7780345,1.274725908,0.620151121,0.795515465,0.992381949,0.965239485,0.885026037
34131,668.091,224.3380186,193.8042127,1.157549753,0.503674085,0.770625423,0.990079192,0.960920889,0.929237411
34151,674.271,231.5136009,188.035623,1.231222027,0.583377426,0.750455974,0.987593985,0.943939862,0.900700206
34151,662.129,226.5248185,192.2363364,1.17836629,0.528982779,0.778210737,0.993079182,0.978876878,0.920536431
34179,677.064,225.0605017,193.5928928,1.16254527,0.50998793,0.778015524,0.988518047,0.936935665,0.926905486
34191,661.403,223.9809149,194.474673,1.1517228,0.496101592,0.771980131,0.992625925,0.982176064,0.931536651
34207,668.737,228.0324687,191.4154535,1.191296024,0.543480298,0.757730817,0.991076344,0.961200851,0.91519969
34207,661.138,226.8735177,192.1947081,1.180435819,0.531362195,0.774299425,0.993782865,0.983423569,0.919874857
34220,677.527,233.1830193,186.9591042,1.247240782,0.597632979,0.773752996,0.989675218,0.936777941,0.895154791
34222,671.994,223.2982638,195.2383681,1.143721216,0.485315785,0.7843326,0.989761684,0.95232341,0.93480797
34239,666.439,232.6862934,187.7243461,1.239510475,0.59086546,0.769554077,0.992147204,0.968746459,0.897314723
34246,684.324,229.9085042,189.9911444,1.21010116,0.563116981,0.779558388,0.98600714,0.91895908,0.908249044
34253,672.539,228.0042799,191.3685323,1.191440814,0.543637825,0.792893519,0.991231624,0.951641846,0.915928067
34254,668.704,223.9688286,194.9291861,1.148975344,0.492450072,0.775363303,0.990715835,0.962616531,0.932444792
34259,676.402,227.5449241,191.8680382,1.185944914,0.537585123,0.770124761,0.989486757,0.940967839,0.917857473
34276,689.626,229.5589772,190.4115066,1.205594039,0.558556303,0.763113367,0.986700443,0.905675761,0.910030285
34291,671.507,230.658067,189.6239312,1.216397453,0.569343533,0.78204251,0.990525434,0.955628131,0.905892129
34313,671.844,220.9339754,198.103852,1.115243208,0.442708884,0.796975891,0.991705202,0.955282162,0.946067007
34321,669.531,227.9958451,191.8273267,1.188547268,0.540470046,0.787467878,0.990447882,0.962118171,0.916870698
34327,677.311,231.1581283,189.3043718,1.221092393,0.573880789,0.793596116,0.98885176,0.940306539,0.904406791
34333,665.686,229.2148642,190.8718701,1.200883421,0.553693873,0.779056047,0.99251272,0.973604944,0.912153982
34337,667.785,229.8067605,190.6295846,1.205514668,0.558475195,0.809796708,0.992886678,0.967606759,0.909857612
34349,674.863,238.2312433,183.7249369,1.296673425,0.636587835,0.783365262,0.991456199,0.947747671,0.877836008
34390,680.24,245.0146708,178.97451,1.368991991,0.682950707,0.793932958,0.989384044,0.933937272,0.854041663
34394,669.762,230.9211333,189.9052632,1.215980692,0.568936466,0.781681818,0.990325367,0.963499612,0.90621808
34395,665.156,231.7171471,189.1898259,1.224786513,0.577389526,0.791235335,0.992984583,0.97691809,0.903118094
34397,678.85,229.7747022,190.931594,1.20343992,0.556345118,0.772202766,0.989101679,0.937956691,0.910779256
34410,684.481,232.4579361,188.9396293,1.230329164,0.582555932,0.80069808,0.98873628,0.92293633,0.900436348
34412,667.199,233.9589857,187.3982909,1.248458481,0.598680683,0.787459954,0.992358047,0.971424393,0.894685269
34419,687.797,224.1432457,195.6151627,1.14583779,0.488214125,0.775202703,0.986641823,0.914297554,0.933960539
34421,678.034,232.4039146,189.1497475,1.228676843,0.581027879,0.755708264,0.990190438,0.940871694,0.900789597
34425,680.503,232.6456666,188.5544051,1.233838406,0.585767825,0.758928571,0.989480038,0.934165286,0.899905832
34428,688.178,229.7324979,191.3790717,1.20040554,0.553194986,0.777770247,0.98624957,0.913524268,0.911356975
34441,675.683,228.6978291,191.9152031,1.191660824,0.543876991,0.790874437,0.988945041,0.947980998,0.915652939
34443,684.507,234.60733,187.5726238,1.250754642,0.600643034,0.784650082,0.987641223,0.923751269,0.892614563
34447,682.912,225.0874113,195.3291753,1.152349161,0.496926671,0.745783628,0.988351075,0.928179091,0.93042111
34461,675.775,246.7254393,178.1577837,1.384870389,0.691799925,0.770181477,0.993370038,0.948273245,0.84899487
34469,666.834,230.1579705,190.9936711,1.205055483,0.558005411,0.789667812,0.991999309,0.974098956,0.910213729
34474,672.3,225.6494093,194.6503481,1.159255102,0.505847536,0.793308174,0.991372865,0.958462926,0.92846748
34475,677.676,241.0431821,182.3691135,1.321732487,0.65389796,0.776463964,0.988445438,0.943343645,0.869185244
34483,687.567,233.7407243,188.5878665,1.239426102,0.590790465,0.740677893,0.983795042,0.916610562,0.896444062
34491,674.657,233.182837,188.5763657,1.236543276,0.588213024,0.785850991,0.990295443,0.952246946,0.898693024
34503,678.24,236.5446412,185.8927694,1.272478978,0.618394789,0.747724515,0.989049735,0.94254029,0.886074778
34509,668.332,230.3294856,190.9197413,1.206420478,0.559399185,0.783654283,0.992322291,0.970862501,0.910063526
34521,667.908,224.7553177,195.6829765,1.148568576,0.491904913,0.78580046,0.991128338,0.972433566,0.932796198
34523,673.987,231.9170486,189.734176,1.22232617,0.575058574,0.785863874,0.989821664,0.955026346,0.904017105
34532,689.551,217.0221026,202.7149085,1.070577908,0.357077019,0.768333927,0.985024389,0.912638553,0.966188711
34543,670.896,235.0180104,187.2911352,1.254827198,0.604081588,0.769194798,0.991873887,0.964405129,0.892347354
34543,669.456,226.9754434,193.972557,1.170142039,0.51929162,0.786784803,0.991845407,0.968558463,0.923966472
34594,670.069,233.4408877,188.8659908,1.236013359,0.587736043,0.781432121,0.992711203,0.968214523,0.899038984
34600,673.252,231.4349165,190.4578223,1.215150492,0.568123459,0.777790266,0.990864572,0.959247461,0.906910077
34601,685.556,226.5195392,194.7187568,1.163316482,0.510948533,0.780620417,0.987246063,0.925151042,0.926603028
34622,683.382,235.9288048,187.0530848,1.261293312,0.609433752,0.763726204,0.988917452,0.931611724,0.889918362
34623,675.213,228.1943707,193.5033005,1.179278959,0.53003497,0.759576148,0.99021879,0.954317679,0.920094597
34626,667.845,231.8884211,190.4682829,1.217464754,0.570382778,0.761848185,0.991779566,0.975575378,0.905476447
34629,670.997,233.1312208,189.6828749,1.22905782,0.581381107,0.745816373,0.991808678,0.966515131,0.900688456
34631,670.02,229.3367837,192.4014026,1.191970436,0.544213158,0.760686201,0.990787629,0.969391848,0.915617022
34635,667.638,227.0632245,194.4152197,1.167929264,0.51661761,0.764012971,0.991582925,0.976434152,0.924838401
34638,677.314,234.6904502,188.3397997,1.246101199,0.59664803,0.757876772,0.989968276,0.948817239,0.894820747
34666,681.015,225.7926672,195.8277652,1.153016616,0.497802899,0.797799871,0.989495918,0.939291173,0.930458681
34671,674.874,235.5895195,187.6497244,1.255474903,0.604623587,0.765769944,0.990175639,0.956601017,0.89183041
34676,668.424,226.4475067,195.193788,1.160116359,0.506938033,0.777907394,0.991252644,0.975292284,0.927901791
34680,669.575,231.2624473,191.2410961,1.20927171,0.56228427,0.77594308,0.992530265,0.972054226,0.908635052
34700,690.412,233.6301362,189.501815,1.2328649,0.58488132,0.747877064,0.987085396,0.914792671,0.899685942
34703,676.387,230.7693155,191.7626609,1.203411104,0.556315398,0.77323975,0.990806567,0.953205151,0.910878618
34722,670.391,227.2593515,194.7318627,1.167037322,0.515531503,0.790375817,0.992085488,0.970863662,0.925200082
34729,671.193,228.8102714,193.6576351,1.181519496,0.532598937,0.777143752,0.99103958,0.968740162,0.919021523
34733,670.564,228.3272478,193.8600236,1.177794388,0.52832113,0.777807636,0.991833005,0.97067019,0.921018737
34747,672.202,234.5404192,188.725983,1.242756379,0.593731888,0.78414425,0.991553235,0.966334706,0.896800867
34748,669.267,221.0904959,200.2691414,1.103966864,0.423653581,0.770465632,0.99149689,0.974856864,0.951370963
34750,675.599,223.1988366,198.5282098,1.124267613,0.456997571,0.805069039,0.990282409,0.956724018,0.942411414
34757,686.779,231.22987,191.6720331,1.206382936,0.559360961,0.786410842,0.988819346,0.926015239,0.909771371
34761,687.872,229.7370214,192.8875726,1.191041073,0.543202669,0.776816841,0.988342669,0.92318101,0.915735824
34766,669.475,232.1753322,190.9940473,1.215615541,0.568579226,0.75210384,0.991784105,0.974755876,0.90618391
34771,683.109,230.5865191,192.1855584,1.199811896,0.552573788,0.783978175,0.988851918,0.936369007,0.91249341
34772,671.947,228.0476746,194.336638,1.173467221,0.523256094,0.763179843,0.990570607,0.967764075,0.922665425
34774,677.726,228.5222155,193.96029,1.178190729,0.528779858,0.780561167,0.989612681,0.951384824,0.920775931
34787,677.348,230.8566379,192.6459316,1.198346811,0.551033739,0.726833957,0.990349029,0.952803043,0.911635401
34792,692.19,228.0326605,194.3385831,1.173378219,0.523150809,0.784929498,0.987539383,0.912512069,0.922991502
